F,x,grad
0.001,0.0015062722181113375,0.011701085188442595
0.002,0.001515474671000272,0.011847666226218845
0.003,0.0015248013671457783,0.011996872245931845
0.004,0.0015342555810384795,0.01214876479105479
0.005,0.0015438406864140553,0.012303406952672336
0.006,0.0015535601581860847,0.012460863391560384
0.007,0.001563417574340309,0.012621200358731889
0.008,0.0015734166177848175,0.0127844857142553
0.009,0.0015835610781493314,0.01295078894413877
0.01,0.0015938548535286423,0.013120181175060808
0.011,0.0016043019521626567,0.013292735186713922
0.012,0.0016149064940472746,0.013468525421517065
0.013,0.0016256727124691062,0.013647627991435774
0.014,0.0016366049554573658,0.013830120681636561
0.015,0.0016477076871450613,0.014016082950688836
0.016,0.0016589854890328715,0.014205595927011871
0.017,0.0016704430611486076,0.014398742401251587
0.018,0.0016820852230929884,0.014595606814256668
0.019,0.0016939169149663424,0.014796275240311641
0.02,0.0017059431981663598,0.015000835365268951
0.021,0.0017181692560502837,0.015209376459210333
0.022,0.0017306003944527193,0.01542198934325536
0.023,0.0017432420420518957,0.01563876635012266
0.024,0.0017560997505751685,0.01585980127803872
0.025,0.001769179194836934,0.01608518933758033
0.026,0.0017824861725999064,0.016315027091026547
0.027,0.0017960266042524875,0.01654941238379104
0.028,0.001809806532293956,0.016788444267499026
0.029,0.0018238321206194286,0.017032222914269958
0.03,0.0018381096535979302,0.017280849521767117
0.031,0.0018526455349350268,0.017534426208575104
0.032,0.0018674462863138008,0.017793055899471555
0.033,0.0018825185458055116,0.018056842200166113
0.034,0.001897869066045832,0.018325889261090755
0.035,0.0019135047121675575,0.018600301629839
0.036,0.0019294324594859025,0.018880184091870977
0.037,0.001945659390929333,0.019165641499122945
0.038,0.0019621926942116064,0.019456778586187575
0.039,0.0019790396587396897,0.01975369977376347
0.04,0.0019962076722542244,0.020056508959109622
0.041,0.0020137042171981534,0.020365309293283798
0.042,0.002031536866810457,0.0206802029449928
0.043,0.002049713280943055,0.021001290850936938
0.044,0.0020682412015992635,0.021328672452592734
0.045,0.0020871284481921437,0.02166244541944611
0.046,0.0021063829125224087,0.02200270535876141
0.047,0.002126012553477885,0.022349545512054106
0.048,0.0021460253914533656,0.02270305643852191
0.049,0.0021664295024950153,0.023063325685784244
0.05,0.0021872330121718297,0.023430437448380626
0.051,0.002208444089176975,0.02380447221458645
0.052,0.0022300709386652295,0.024185506402217616
0.053,0.0022521217953314077,0.02457361198421544
0.054,0.002274604916236378,0.024968856104926874
0.055,0.002297528573388996,0.02537130068812381
0.056,0.0023209010460910617,0.02578100203793876
0.057,0.002344730613056789,0.026198010434027787
0.058,0.0023690255443152286,0.026622369722409833
0.059,0.002393794092908852,0.027054116903569826
0.06,0.0024190444863991245,0.027493281719547725
0.061,0.002444784918193832,0.02793988624187345
0.062,0.002471023538709094,0.028393944462336587
0.063,0.002497768446382387,0.028855461888708037
0.064,0.0025250276785513392,0.029324435147647078
0.065,0.002552809202216344,0.02980085159714111
0.066,0.0025811209047040817,0.030284688950920704
0.067,0.0026099705842498877,0.030775914917382786
0.068,0.002639365940518834,0.03127448685562435
0.069,0.002669314565085512,0.03178035145124574
0.07,0.002699823931891332,0.03229344441461759
0.071,0.0027309013877019894,0.03281369020432414
0.072,0.002762554142585971,0.033341001778486735
0.073,0.0027947892604351376,0.03387528037664311
0.074,0.002827613649550864,0.03441641533480272
0.075,0.002861034053316447,0.034964283936215555
0.076,0.0028950570409808085,0.03551875130028442
0.077,0.0029296889985731545,0.03607967031191217
0.078,0.00296493611997406,0.03664688159341054
0.079,0.0030008043981642474,0.03722021352090382
0.08,0.003037299616673428,0.03779948228693839
0.081,0.0030744273412526835,0.03838449201076125
0.082,0.003112192911790712,0.03897503489745659
0.083,0.0031506014344971356,0.039570891446831395
0.084,0.003189657774372745,0.0401718307126219
0.085,0.0032293665479875,0.04077761061225289
0.086,0.0032697321165866544,0.04138797828702905
0.087,0.003310758579542772,0.04200267051226805
0.088,0.0033524497681736154,0.04262141415650984
0.089,0.003394809239941232,0.043243926688555034
0.09,0.00343784027305033,0.04386991673070258
0.091,0.003481545861460267,0.044499084656180604
0.092,0.003525928710324422,0.04513112322839046
0.093,0.0035709912318713233,0.045765718279232016
0.094,0.003616735541737859,0.046402549423434275
0.095,0.0036631634557651727,0.047041290805500284
0.096,0.0037102764872676275,0.047681611875582466
0.097,0.0037580758447805507,0.04832317819034348
0.098,0.0038065624302945356,0.04896565223463017
0.099,0.00385573683798085,0.049608694259595465
0.1,0.003905599353410172,0.050251963132753256
0.101,0.003956149953268762,0.050895117195340636
0.102,0.0040073883055704584,0.05153781512229381
0.103,0.004059313770364281,0.05217971678012348
0.104,0.00411192540093519,0.0528204840779947
0.105,0.0041652219454935135,0.05345978180738379
0.106,0.004219201849348486,0.05409727846579263
0.107,0.004273863257557964,0.05473264706015127
0.108,0.004329204018046318,0.05536556588573005
0.109,0.004385221685182017,0.05599571927660823
0.11,0.004441913523802077,0.056622798324006754
0.111,0.004499276513672934,0.05724650155908204
0.112,0.004557307354373652,0.05786653559709503
0.113,0.004616002470586578,0.05848261574020597
0.114,0.004675358017781073,0.059094466536502015
0.115,0.0047353698882725,0.059701822293232024
0.116,0.004796033717640036,0.06030442754259957
0.117,0.004857344891484039,0.060902037458845204
0.118,0.004919298552504947,0.061494418225729146
0.119,0.004981889607883039,0.06208134735389897
0.12,0.005045112736938806,0.06266261394799388
0.121,0.005108962399053896,0.06323801892368905
0.122,0.005173432841829917,0.06380737517522156
0.123,0.005238518109464851,0.06437050769425771
0.124,0.005304212051323642,0.06492725364125684
0.125,0.0053705083306824775,0.06547746237076174
0.126,0.0054374004336231185,0.06602099541229202
0.127,0.005504881678055795,0.06655772640873775
0.128,0.005572945222848402,0.0670875410143454
0.129,0.00564158407704024,0.06761033675455191
0.13,0.005710791109117652,0.06812602285006052
0.131,0.00578055905633118,0.06863452000766264
0.132,0.005850880534032543,0.0691357601803911
0.133,0.005921748045010777,0.06962968629964691
0.134,0.005993153988807454,0.0701162519819728
0.135,0.006065090670991591,0.07059542121315446
0.136,0.00613755031237484,0.07106716801231609
0.137,0.006210525058148897,0.07153147607864185
0.138,0.006284006986927493,0.07198833842330059
0.139,0.0063579881196763055,0.0724377569890843
0.14,0.006432460428513753,0.07287974226018294
0.141,0.006507415845368736,0.07331431286442293
0.142,0.006582846270480558,0.07374149517018971
0.143,0.006658743580726212,0.07416132288013541
0.144,0.006735099637764419,0.07457383662365176
0.145,0.00681190629598305,0.07497908354995823
0.146,0.0068891554102401,0.07537711692352234
0.147,0.006966838843387613,0.0757679957233951
0.148,0.007044948473569679,0.07615178424790946
0.149,0.007123476201287393,0.07652855172605265
0.15,0.00720241395622212,0.07689837193669347
0.151,0.007281753703811511,0.07726132283671105
0.152,0.00736148745157339,0.07761748619894845
0.153,0.007441607255172233,0.0779669472607885
0.154,0.007522105224224751,0.07830979438403464
0.155,0.007602973527842227,0.07864611872666456
0.156,0.007684204399907191,0.07897601392692039
0.157,0.00776579014408324,0.0792995758000982
0.158,0.007847723138557305,0.07961690204830543
0.159,0.007929995840515847,0.07992809198336936
0.16,0.008012600790353763,0.08023324626299722
0.161,0.00809553061561985,0.08053246664021683
0.162,0.008178778034699297,0.08082585572605766
0.163,0.00826233586023728,0.0811135167653714
0.164,0.00834619700230621,0.08139555342563809
0.165,0.008430354471320733,0.08167206959855156
0.166,0.008514801380705206,0.08194316921413941
0.167,0.008599530949317646,0.08220895606713077
0.168,0.00868453650363643,0.08246953365525528
0.169,0.00876981147971434,0.08272500502912905
0.17,0.008855349424906456,0.08297547265335924
0.171,0.008941143999377787,0.083221038278481
0.172,0.009027188977397627,0.08346180282332567
0.173,0.009113478248426288,0.08369786626740823
0.174,0.009200005818002677,0.0839293275529131
0.175,0.00928676580843868,0.08415628449585442
0.176,0.009373752459327034,0.08437883370598331
0.177,0.009460960127872231,0.0845970705150158
0.178,0.009548383289049278,0.08481108891275807
0.179,0.009636016535599645,0.08502098149070897
0.18,0.009723854577870783,0.08522683939272792
0.181,0.009811892243507314,0.08542875227236231
0.182,0.009900124477001226,0.08562680825643892
0.183,0.009988546339108284,0.08582109391453327
0.184,0.010077153006138317,0.08601169423394243
0.185,0.010165939769126497,0.08619869259979787
0.186,0.010254902032892865,0.08638217077996857
0.187,0.01034403531499728,0.08656220891441598
0.188,0.010433335244596442,0.08673888550867709
0.189,0.010522797561210495,0.08691227743116489
0.19,0.010612418113404853,0.08708245991398736
0.191,0.010702192857394655,0.08724950655700306
0.192,0.010792117855577876,0.08741348933484204
0.193,0.010882189275003007,0.08757447860663527
0.194,0.010972403385777763,0.08773254312820972
0.195,0.011062756559423959,0.08788775006651725
0.196,0.011153245267185252,0.08804016501608139
0.197,0.011243866078291032,0.08818985201725506
0.198,0.011334615658184832,0.08833687357609668
0.199,0.011425490766718616,0.08848129068568306
